feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,class
114,191,50,1,0,0,0,92,40,0,119,100,1,49,160,1,233,98,2,87,181,0,31,204,1,10,181,16,87,213,74,1,50,51,0,99,58,2,0,0,22,112,129,32,0,0,0,0,0,2,80,80,39,2,0,0,0,0,0,20,26,56,3,0,0
7,2,4,87,0,0,0,25,15,15,133,0,233,1,5,60,0,99,0,185,0,5,56,1,164,0,121,1,203,97,0,13,38,156,0,141,106,1,0,21,2,0,14,5,18,0,0,0,38,15,0,74,0,0,0,0,106,0,102,0,0,0,0,0,0
0,0,0,0,0,46,10,57,22,49,0,15,178,41,37,100,76,21,23,62,10,14,92,0,2,43,12,64,12,98,0,0,0,69,25,31,0,0,0,25,126,22,8,0,0,0,58,150,26,15,113,0,0,72,163,1,0,6,8,51,1,0,0,0,1
0,0,0,0,0,18,59,0,1,183,0,0,19,101,18,93,33,85,0,0,10,9,87,98,128,0,0,26,17,10,63,0,15,0,52,46,120,86,1,9,0,0,78,23,103,1,0,16,47,49,27,193,1,1,5,1,75,230,128,25,1,34,1,61,1
102,2,0,4,38,1,0,71,0,96,27,0,99,0,9,200,7,78,21,104,0,64,203,0,33,3,103,115,88,20,0,129,0,116,14,63,0,86,95,1,121,82,66,0,235,154,14,40,186,105,0,229,34,97,33,4,13,0,247,58,128,21,0,93,0
0,15,0,197,23,0,198,70,1,0,208,83,9,0,99,0,2,25,101,0,0,212,22,0,0,91,0,1,20,94,0,0,243,0,1,0,105,2,0,27,76,5,0,107,9,0,8,183,33,0,99,9,0,6,8,100,21,224,36,0,7,0,108,1,0
0,0,0,2,125,0,1,6,0,0,0,202,0,0,61,6,0,0,112,0,36,73,0,1,5,43,0,0,5,4,4,4,0,0,0,14,6,66,238,0,0,7,56,12,111,166,1,3,0,93,12,106,4,4,0,2,45,2,79,4,19,69,0,153,1
111,1,60,0,41,9,0,128,0,1,0,87,1,84,30,11,1,12,0,104,40,3,86,15,29,68,89,24,95,5,32,122,0,0,0,0,0,12,68,26,0,0,2,0,0,0,0,50,0,9,9,0,0,0,0,0,20,149,0,0,0,0,0,0,0
37,0,0,12,128,87,33,128,54,54,25,0,2,128,17,67,132,61,129,87,14,12,85,63,7,118,128,90,16,23,13,34,0,13,34,1,50,128,12,120,21,0,114,94,134,17,108,105,3,93,14,89,5,1,125,60,3,3,0,1,39,86,135,22,1
0,0,0,0,0,0,0,129,0,0,0,0,0,0,42,107,0,0,0,0,1,13,115,1,0,0,0,0,14,0,37,0,0,0,3,0,5,148,83,0,0,0,0,28,0,20,0,0,1,0,73,0,109,0,210,1,0,104,0,106,0,41,99,8,1
47,55,0,0,0,0,0,0,6,94,41,1,0,0,0,0,11,86,120,25,67,0,0,0,11,28,31,24,10,25,3,0,47,88,124,2,29,62,4,99,17,11,72,8,8,2,94,10,44,0,0,47,61,128,42,51,59,1,0,0,11,74,33,2,1
0,10,74,0,0,0,0,0,8,4,10,27,14,1,0,0,36,8,11,51,20,115,13,0,51,1,40,40,61,3,3,13,116,30,74,93,18,36,76,54,10,128,54,3,0,40,38,3,85,7,53,84,128,106,9,6,9,31,10,0,4,44,8,25,1
0,0,8,20,18,105,0,0,0,0,0,16,18,2,8,8,0,2,29,126,52,16,6,128,0,203,89,38,24,82,2,96,0,5,50,22,0,6,29,207,16,69,21,86,41,0,0,98,54,74,126,37,53,0,242,23,81,0,17,45,126,44,115,1,1
